make,model,injury_severity,aircraft_damage,aircraft_category,number_of_engines,publication_date,engine_type,purpose_of_flight,weather_condition,total_fatal_injuries,total_serious_injuries,total_minor_injuries,registration_number,investigation_type
Cessna,182,Fatal(2),Destroyed,Airplane,1.0,01-02-1983,Reciprocating,Personal,IMC,2.0,0.0,0.0,N58947,Accident
Bellanca,7ECA,Non-Fatal,Substantial,Airplane,1.0,01-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5067C,Accident
Cessna,TR182,Non-Fatal,Substantial,Airplane,1.0,01-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5481S,Accident
Cessna,P206,Non-Fatal,Substantial,Airplane,1.0,01-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2575X,Accident
Grumman,1159,Non-Fatal,Substantial,Airplane,2.0,01-02-1983,Turbo Jet,Executive/corporate,VMC,0.0,0.0,0.0,N5400G,Accident
Piper,PA-32,Non-Fatal,Substantial,Airplane,1.0,01-02-1983,Reciprocating,Unknown,IMC,0.0,1.0,0.0,N8178F,Accident
Piper,PA-23-250,Fatal(1),Destroyed,Airplane,2.0,02-02-1983,Reciprocating,Unknown,IMC,1.0,0.0,0.0,N62481,Accident
Cessna,150G,Fatal(2),Destroyed,Airplane,1.0,02-02-1983,Reciprocating,Personal,VMC,2.0,0.0,0.0,N3166J,Accident
Cessna,U206G,Non-Fatal,Substantial,Airplane,1.0,02-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N756GF,Accident
Cessna,T210N,Non-Fatal,Substantial,Airplane,1.0,02-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N6618N,Accident
Smith Miniplane,BK-1,Non-Fatal,Substantial,Airplane,1.0,02-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N12BK,Accident
Mooney,M20J,Fatal(1),Destroyed,Airplane,1.0,03-02-1983,Reciprocating,Personal,VMC,1.0,0.0,0.0,N11578,Accident
Mitsubishi,MU2B-40,Non-Fatal,Destroyed,Airplane,2.0,03-02-1983,Turbo Prop,Business,IMC,0.0,0.0,6.0,N149JA,Accident
Mcdonnell-douglas,DC-10-10,Non-Fatal,Minor,Airplane,3.0,03-02-1983,Turbo Fan,Unknown,IMC,0.0,1.0,0.0,N1814U,Accident
Cessna,150J,Non-Fatal,Substantial,Airplane,1.0,03-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5527G,Accident
Taylorcraft,F19,Non-Fatal,Substantial,Airplane,1.0,03-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3579T,Accident
Ted Smith,AEROSTAR 600,Non-Fatal,Substantial,Airplane,2.0,03-02-1983,Reciprocating,Unknown,IMC,0.0,0.0,0.0,N9759Q,Accident
Bellanca,7KCAB,Non-Fatal,Substantial,Airplane,1.0,04-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5193X,Accident
Piper,PA-28,Fatal(2),Destroyed,Airplane,1.0,05-02-1983,Reciprocating,Personal,VMC,2.0,0.0,0.0,N1306H,Accident
Piper,PA-32R-300,Fatal(4),Destroyed,Airplane,1.0,05-02-1983,Reciprocating,Unknown,IMC,4.0,0.0,0.0,N75225,Accident
Piper,PA-28-140,Non-Fatal,Substantial,Airplane,1.0,05-02-1983,Reciprocating,Instructional,VMC,0.0,1.0,1.0,N721FL,Accident
Cessna,T210L,Non-Fatal,Substantial,Airplane,1.0,05-02-1983,Reciprocating,Personal,VMC,0.0,1.0,0.0,N123WL,Accident
Boeing,A75N1,Non-Fatal,Minor,Airplane,1.0,06-02-1983,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N56270,Accident
Piper,PA-31,Non-Fatal,Destroyed,Airplane,2.0,06-02-1983,Reciprocating,Unknown,IMC,0.0,2.0,0.0,N747CE,Accident
Bellanca,7KCAB,Non-Fatal,Minor,Airplane,1.0,06-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N71681,Accident
Taylorcraft,BC12-D,Non-Fatal,Substantial,Airplane,1.0,06-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N95078,Accident
Piper,PA-28-140,Non-Fatal,Substantial,Airplane,1.0,06-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N7041C,Accident
Cessna,180,Non-Fatal,Substantial,Airplane,1.0,06-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3343D,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,06-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N49013,Accident
Piper,PA-28-181,Non-Fatal,Substantial,Airplane,1.0,06-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7644F,Accident
Ercoupe,415-C,Non-Fatal,Substantial,Airplane,2.0,06-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N93607,Accident
Cessna,182H,Non-Fatal,Substantial,Airplane,1.0,06-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8510S,Accident
Cessna,150,Non-Fatal,Substantial,Airplane,1.0,06-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,2.0,N10794,Accident
Piper,PA-24-180,Fatal(8),Destroyed,Airplane,1.0,07-02-1983,Reciprocating,Personal,VMC,8.0,0.0,0.0,N7361P,Accident
Cessna,182B,Fatal(8),Destroyed,Airplane,1.0,07-02-1983,Reciprocating,Personal,VMC,8.0,0.0,0.0,N2280G,Accident
Piper,PA-28-140,Non-Fatal,Destroyed,Airplane,1.0,07-02-1983,Reciprocating,Personal,VMC,0.0,4.0,0.0,N16524,Accident
Cessna,P210N,Fatal(4),Destroyed,Airplane,1.0,07-02-1983,Reciprocating,Unknown,IMC,4.0,0.0,0.0,N731NQ,Accident
Rockwell Comdr,112TCA,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Personal,VMC,0.0,1.0,0.0,N4660W,Accident
Piper,PA-28-180,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8280W,Accident
Cessna,172N,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N738QM,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5272B,Accident
Piper,PA-38,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2501N,Accident
Cessna,177RG,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N33281,Accident
Cessna,172,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9893J,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N46733,Accident
Cessna,172,Non-Fatal,Substantial,Airplane,1.0,07-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N7804U,Accident
Cessna,172N,Fatal(1),Destroyed,Airplane,1.0,08-02-1983,Reciprocating,Personal,IMC,1.0,0.0,0.0,N733ZR,Accident
Cessna,C-172,Non-Fatal,Destroyed,Airplane,1.0,08-02-1983,Reciprocating,Personal,VMC,0.0,0.0,1.0,N13165,Accident
Piper,PA-18A-150,Fatal(1),Substantial,Airplane,1.0,08-02-1983,Reciprocating,Business,VMC,1.0,0.0,0.0,N2887Z,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,08-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N65619,Accident
Piper,PA-28R-201,Non-Fatal,Substantial,Airplane,1.0,08-02-1983,Reciprocating,Personal,IMC,0.0,0.0,0.0,N8282Z,Accident
Piper,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,08-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,1.0,N2203B,Accident
Cessna,182P,Non-Fatal,Substantial,Airplane,1.0,08-02-1983,Reciprocating,Personal,VMC,0.0,0.0,1.0,N9479M,Accident
Cessna,140,Non-Fatal,Substantial,Airplane,1.0,08-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N89047,Accident
Beech,C-23,Non-Fatal,Substantial,Airplane,1.0,08-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N60427,Accident
Piper,PA-38-112,Non-Fatal,Destroyed,Airplane,1.0,09-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2562K,Accident
Beech,V35A,Fatal(1),Destroyed,Airplane,1.0,09-02-1983,Reciprocating,Personal,VMC,1.0,0.0,0.0,N7148N,Accident
Cessna,310R,Non-Fatal,Substantial,Airplane,2.0,09-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N69DH,Accident
Cessna,172,Non-Fatal,Substantial,Airplane,1.0,09-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N12562,Accident
Cessna,402B,Non-Fatal,Substantial,Airplane,2.0,09-02-1983,Reciprocating,Business,IMC,0.0,0.0,0.0,N5218J,Accident
Cessna,185,Non-Fatal,Substantial,Airplane,1.0,09-02-1983,Reciprocating,Unknown,VMC,0.0,0.0,0.0,N8456Q,Accident
Cessna,310,Non-Fatal,Destroyed,Airplane,2.0,10-02-1983,Reciprocating,Personal,VMC,0.0,2.0,0.0,N5207J,Accident
Beech,95-C55,Fatal(2),Destroyed,Airplane,2.0,10-02-1983,Reciprocating,Business,IMC,2.0,0.0,0.0,N200WJ,Accident
Cessna,172K,Non-Fatal,Substantial,Airplane,1.0,10-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N84330,Accident
Cessna,421B,Non-Fatal,Substantial,Airplane,2.0,10-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N5439J,Accident
Cessna,401,Non-Fatal,Substantial,Airplane,2.0,10-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N8299F,Accident
Cessna,421,Fatal(2),Destroyed,Airplane,2.0,11-02-1983,Reciprocating,Unknown,IMC,2.0,0.0,0.0,N24CC,Accident
Grumman,G-164B,Non-Fatal,Destroyed,Airplane,1.0,11-02-1983,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N6659Q,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,11-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N757YE,Accident
Piper,PA-24-250,Non-Fatal,Destroyed,Airplane,1.0,12-02-1983,Reciprocating,Personal,VMC,0.0,4.0,0.0,N5266P,Accident
Howard Aircraft Corp.,500,Non-Fatal,Substantial,Airplane,2.0,12-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1515V,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,12-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,1.0,N49952,Accident
Cessna,172K,Fatal(4),Destroyed,Airplane,1.0,13-02-1983,Reciprocating,Personal,IMC,4.0,0.0,0.0,N99WM,Accident
Piper,PA-34,Fatal(1),Destroyed,Airplane,2.0,13-02-1983,Reciprocating,Personal,IMC,1.0,0.0,0.0,N8455Y,Accident
Rockwell,112A,Fatal(2),Destroyed,Airplane,1.0,13-02-1983,Reciprocating,Personal,IMC,2.0,0.0,0.0,N1433J,Accident
Beech,J35,Fatal(4),Destroyed,Airplane,1.0,13-02-1983,Reciprocating,Personal,VMC,4.0,0.0,0.0,N8385D,Accident
Cessna,150,Non-Fatal,Substantial,Airplane,1.0,13-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7947Z,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,13-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N4822B,Accident
Aeronca,7AC,Non-Fatal,Substantial,Airplane,1.0,13-02-1983,Reciprocating,Personal,VMC,0.0,0.0,1.0,N82004,Accident
Cessna,172,Non-Fatal,Substantial,Airplane,1.0,13-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8862B,Accident
Piper,PA-18,Non-Fatal,Substantial,Airplane,1.0,13-02-1983,Reciprocating,Personal,UNK,0.0,0.0,1.0,N4380Z,Accident
Cessna,150,Non-Fatal,Substantial,Airplane,1.0,13-02-1983,Reciprocating,Personal,VMC,0.0,0.0,1.0,N9447U,Accident
Aeronca,7EC,Fatal(1),Destroyed,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,1.0,0.0,0.0,N4393C,Accident
Cessna,150,Non-Fatal,Destroyed,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,0.0,2.0,0.0,N4539U,Accident
Cessna,152,Non-Fatal,Destroyed,Airplane,1.0,14-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5101B,Accident
Bellanca,17-30A,Non-Fatal,Substantial,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N14908,Accident
Cessna,150,Non-Fatal,Substantial,Airplane,1.0,14-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N18102,Accident
Piper,PA-28-140,Non-Fatal,Substantial,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N98367,Accident
Piper,PA-38-112,Non-Fatal,Substantial,Airplane,1.0,14-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N24007,Accident
Piper,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8252V,Accident
Cessna,172N,Non-Fatal,Substantial,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5543J,Accident
Porterfield,CP-65,Fatal(2),Substantial,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,2.0,0.0,0.0,N37768,Accident
Piper,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,14-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2552U,Accident
Boeing,B737-2H4,Incident,Minor,Airplane,2.0,15-02-1983,Turbo Jet,Unknown,IMC,0.0,0.0,0.0,N73717,Incident
Cessna,310D,Non-Fatal,Destroyed,Airplane,2.0,15-02-1983,Reciprocating,Unknown,VMC,0.0,0.0,0.0,N6822T,Accident
Piper,PA-23,Fatal(1),Destroyed,Airplane,2.0,15-02-1983,Reciprocating,Ferry,VMC,1.0,0.0,0.0,N1108P,Accident
Mooney,M20J,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N201UM,Accident
Piper,PA-28-151,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Business,IMC,0.0,0.0,0.0,N44710,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N24311,Accident
Piper,PA-28-151,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N56979,Accident
Cessna,152(II),Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N757FX,Accident
Beech,35,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N3859B,Accident
Piper,PA-28R-180,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Personal,IMC,0.0,1.0,2.0,N3893T,Accident
Cessna,150M,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,1.0,N63536,Accident
Bellanca,8GCBC,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Personal,VMC,0.0,0.0,1.0,N53899,Accident
Piper,PA-31-310,Non-Fatal,Substantial,Airplane,2.0,15-02-1983,Reciprocating,Unknown,VMC,0.0,0.0,0.0,N7511L,Accident
Cessna,172,Non-Fatal,Substantial,Airplane,1.0,15-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N21732,Accident
Piper,PA-31T2,Fatal(8),Destroyed,Airplane,2.0,16-02-1983,Turbo Prop,Business,IMC,8.0,0.0,0.0,N2517X,Accident
Beech,90,Non-Fatal,Substantial,Airplane,2.0,16-02-1983,Turbo Prop,Personal,IMC,0.0,0.0,0.0,N3DS,Accident
Nihon,YS-11A,Non-Fatal,Substantial,Airplane,2.0,16-02-1983,Turbo Prop,Unknown,VMC,0.0,0.0,3.0,N169RV,Accident
Cessna,152,Non-Fatal,Destroyed,Airplane,1.0,17-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N757TY,Accident
Cessna,172M,Non-Fatal,Substantial,Airplane,1.0,17-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6585H,Accident
Piper,PA-28RT-201T,Non-Fatal,Substantial,Airplane,1.0,17-02-1983,Reciprocating,Business,IMC,0.0,1.0,0.0,N29665,Accident
Bellanca,7ECA,Non-Fatal,Substantial,Airplane,1.0,17-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N53769,Accident
Cessna,177RG,Non-Fatal,Substantial,Airplane,1.0,17-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N33NF,Accident
Cessna,210,Non-Fatal,Substantial,Airplane,1.0,17-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5314A,Accident
Cessna,210,Non-Fatal,Substantial,Airplane,1.0,17-02-1983,Reciprocating,Business,IMC,0.0,0.0,2.0,N4814K,Accident
Piper,PA-23,Non-Fatal,Substantial,Airplane,2.0,17-02-1983,Reciprocating,Unknown,IMC,0.0,0.0,0.0,N5799Y,Accident
Embraer,EMB-11OP1,Incident,Minor,Airplane,2.0,18-02-1983,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,N101RA,Incident
Beech,A36,Fatal(1),Destroyed,Airplane,1.0,18-02-1983,Reciprocating,Personal,VMC,1.0,0.0,0.0,N4295S,Accident
Piper,PA-28-140,Fatal(1),Destroyed,Airplane,1.0,18-02-1983,Reciprocating,Personal,IMC,1.0,0.0,0.0,N5552F,Accident
Cessna,T210N,Non-Fatal,Substantial,Airplane,1.0,18-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N510PE,Accident
Great Lakes,2T1A-2,Non-Fatal,Substantial,Airplane,1.0,18-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3667L,Accident
Piper,PA-44-180T,Non-Fatal,Substantial,Airplane,2.0,19-02-1983,Reciprocating,Personal,IMC,0.0,0.0,0.0,N8226A,Accident
Cessna,172H,Non-Fatal,Substantial,Airplane,1.0,19-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2605L,Accident
Cessna,180,Non-Fatal,Substantial,Airplane,1.0,19-02-1983,Reciprocating,Ferry,VMC,0.0,0.0,0.0,N3328D,Accident
Cessna,172A,Non-Fatal,Substantial,Airplane,1.0,19-02-1983,Reciprocating,Personal,UNK,0.0,0.0,0.0,N210GL,Accident
Beech,58,Non-Fatal,Substantial,Airplane,2.0,19-02-1983,Reciprocating,Personal,IMC,0.0,0.0,0.0,N1847X,Accident
Cessna,P206B,Non-Fatal,Substantial,Airplane,1.0,19-02-1983,Reciprocating,Unknown,UNK,0.0,0.0,0.0,N4721F,Accident
Cessna,404,Non-Fatal,Substantial,Airplane,2.0,19-02-1983,Reciprocating,Unknown,IMC,0.0,0.0,0.0,N6761H,Accident
Pitts,51,Non-Fatal,Destroyed,Airplane,1.0,20-02-1983,Reciprocating,Personal,VMC,0.0,0.0,1.0,N8WA,Accident
Cessna,172L,Fatal(1),Destroyed,Airplane,1.0,20-02-1983,Reciprocating,Personal,VMC,1.0,1.0,0.0,N4307Q,Accident
Cessna,182Q,Fatal(2),Destroyed,Airplane,1.0,20-02-1983,Reciprocating,Personal,VMC,2.0,0.0,0.0,N759QR,Accident
Piper,PA-36-375,Fatal(1),Destroyed,Airplane,1.0,20-02-1983,Reciprocating,Personal,VMC,1.0,0.0,0.0,N3802E,Accident
Piper,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,20-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2240K,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,20-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N24725,Accident
Cessna,172N,Non-Fatal,Substantial,Airplane,1.0,20-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N529CA,Accident
Cessna,150M,Non-Fatal,Substantial,Airplane,1.0,20-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9320U,Accident
Cessna,140,Non-Fatal,Substantial,Airplane,1.0,20-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N77029,Accident
Beech,56TC,Non-Fatal,Substantial,Airplane,2.0,20-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N291T,Accident
Cessna,150,Non-Fatal,Substantial,Airplane,1.0,20-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N63213,Accident
Grumman,G-21A,Non-Fatal,Substantial,Airplane,2.0,20-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2845D,Accident
Piper,PA-22-150,Non-Fatal,Destroyed,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,0.0,2.0,0.0,N4812A,Accident
Piper,PA-28-181,Non-Fatal,Destroyed,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,0.0,4.0,0.0,N5593V,Accident
Piper,PA-28-180,Fatal(1),Destroyed,Airplane,1.0,21-02-1983,Reciprocating,Personal,UNK,1.0,0.0,0.0,N3646R,Accident
De Havilland,DHC-6,Fatal(1),Destroyed,Airplane,2.0,21-02-1983,Turbo Prop,Unknown,VMC,1.0,10.0,1.0,N127PM,Accident
Grumman,AA-5A,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9958U,Accident
Piper,PA-32R-301T,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8424B,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N64998,Accident
Cessna,172N,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,0.0,0.0,1.0,N4906G,Accident
Mooney,M-20C,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Personal,IMC,0.0,0.0,0.0,N6597U,Accident
Bellanca,7GCBC,Fatal(2),Substantial,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,2.0,0.0,0.0,N53731,Accident
Piper,PA-28-140,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1GF,Accident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N6112Q,Accident
Fairchild Hiller,227C,Non-Fatal,Substantial,Airplane,2.0,21-02-1983,Turbo Prop,Ferry,VMC,0.0,0.0,0.0,N378NE,Accident
Bellanca,8KCAB,Non-Fatal,Substantial,Airplane,1.0,21-02-1983,Reciprocating,Personal,VMC,0.0,1.0,1.0,N1218E,Accident
Bellanca,14-19-3A,Fatal(2),Destroyed,Airplane,1.0,22-02-1983,Reciprocating,Personal,IMC,2.0,0.0,0.0,N8869R,Accident
Cessna,421C,Non-Fatal,Substantial,Airplane,2.0,22-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5358J,Accident
Grumman,G-164A,Non-Fatal,Substantial,Airplane,1.0,22-02-1983,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N8526H,Accident
Cessna,A185F,Non-Fatal,Substantial,Airplane,1.0,22-02-1983,Reciprocating,Business,VMC,0.0,0.0,0.0,N61766,Accident
Cessna,180,Non-Fatal,Substantial,Airplane,1.0,22-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3643C,Accident
Piper,PA-38-112,Non-Fatal,Substantial,Airplane,1.0,22-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N25743,Accident
Cessna,210A,Non-Fatal,Substantial,Airplane,1.0,22-02-1983,Reciprocating,Unknown,UNK,0.0,0.0,0.0,N7335E,Accident
Piper,PA-60,Non-Fatal,Substantial,Airplane,2.0,22-02-1983,Reciprocating,Unknown,VMC,0.0,0.0,0.0,N8035J,Accident
Cessna,A188B,Non-Fatal,Destroyed,Airplane,1.0,23-02-1983,Reciprocating,Aerial Application,VMC,0.0,1.0,0.0,N731RG,Accident
Piper,PA-60/601P,Non-Fatal,Substantial,Airplane,2.0,23-02-1983,Reciprocating,Business,IMC,0.0,0.0,0.0,N363VA,Accident
Cessna,172,Non-Fatal,Substantial,Airplane,1.0,23-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N7178A,Accident
Cessna,152II,Non-Fatal,Substantial,Airplane,1.0,23-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N68298,Accident
Cessna,210,Non-Fatal,Destroyed,Airplane,1.0,23-02-1983,Reciprocating,Personal,VMC,0.0,2.0,0.0,N761MG,Accident
Rockwell,COMMANDER 114,Non-Fatal,Destroyed,Airplane,1.0,24-02-1983,Reciprocating,Ferry,VMC,0.0,2.0,0.0,N4802W,Accident
Beech,BE-95-C55,Fatal(1),Destroyed,Airplane,2.0,24-02-1983,Reciprocating,Business,VMC,1.0,0.0,0.0,N491A,Accident
Cessna,150,Non-Fatal,Destroyed,Airplane,1.0,24-02-1983,Reciprocating,Instructional,IMC,0.0,0.0,0.0,N3942,Accident
Cessna,172,Non-Fatal,Destroyed,Airplane,1.0,24-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N79325,Accident
Weatherly,201C,Non-Fatal,Substantial,Airplane,1.0,24-02-1983,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N9243W,Accident
Cessna,310Q,Non-Fatal,Substantial,Airplane,2.0,24-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1EJ,Accident
Cessna,414,Non-Fatal,Substantial,Airplane,2.0,24-02-1983,Reciprocating,Ferry,VMC,0.0,0.0,0.0,N7812Q,Accident
Eagle,DW-1,Non-Fatal,Substantial,Airplane,1.0,24-02-1983,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N8803H,Accident
Cessna,210L,Fatal(4),Destroyed,Airplane,1.0,25-02-1983,Reciprocating,Unknown,VMC,4.0,0.0,0.0,CGMYL,Accident
Piper,PA-28-181,Non-Fatal,Substantial,Airplane,1.0,25-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N3561G,Accident
Cessna,421B,Non-Fatal,Substantial,Airplane,2.0,25-02-1983,Reciprocating,Executive/corporate,VMC,0.0,0.0,0.0,N100CA,Accident
Beech,23,Non-Fatal,Substantial,Airplane,1.0,25-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2396Z,Accident
Piper,PA-23,Non-Fatal,Substantial,Airplane,2.0,25-02-1983,Reciprocating,Unknown,VMC,0.0,0.0,0.0,XAIJI,Accident
Beech,D18S,Non-Fatal,Substantial,Airplane,2.0,25-02-1983,Reciprocating,Unknown,IMC,0.0,0.0,0.0,N8517Z,Accident
Beech,B90,Incident,Minor,Airplane,2.0,26-02-1983,Turbo Prop,Unknown,IMC,0.0,0.0,0.0,N10AY,Incident
Cessna,152,Non-Fatal,Substantial,Airplane,1.0,26-02-1983,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N757PF,Accident
Cessna,150,Non-Fatal,Substantial,Airplane,1.0,26-02-1983,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9101U,Accident
